year,geo_name,geo,grads_total_growth
2015,"Yankton County","05000US46135",0.0403226
2014,"Lancaster County, PA","05000US42071",0.04026
2015,"Queen Anne's County","05000US24035",0.0402477
2015,"Delaware County, IN","05000US18035",0.0402174
2015,"Cabell County","05000US54011",0.0400925
2015,"Dale County","05000US01045",0.0400422
2015,"Cass County, ND","05000US38017",0.039989
2014,"East Baton Rouge Parish, LA","05000US22033",0.0399819
2015,"Lenawee County, MI","05000US26091",0.0398496
2015,"Hardeman County","05000US47069",0.0396825
2014,"Clinton County","05000US39027",0.0396601
2014,"Utah County, UT","05000US49049",0.0395275
2014,"Ponce Municipio, PR","05000US72113",0.0394251
2015,"Richmond County, NY","05000US36085",0.0394134
2015,"Pierce County","05000US55093",0.0393258
2014,"Mercer County","05000US54055",0.0391808
2015,"Laurens County","05000US45059",0.039039
2015,"Iredell County, NC","05000US37097",0.039028
2015,"Harris County, TX","05000US48201",0.0388775
2015,"Anne Arundel County, MD","05000US24003",0.0386117
2014,"Columbia County","05000US05027",0.0385675
2014,"Talladega County","05000US01121",0.0384615
2015,"White County","05000US05145",0.0383979
2015,"Tuscaloosa County, AL","05000US01125",0.0382699
2015,"Wayne County","05000US18177",0.0379487
2015,"Schuylkill County, PA","05000US42107",0.0378788
2015,"Madison County","05000US21151",0.0377407
2015,"Baxter County","05000US05005",0.0377358
2015,"Chisago County","05000US27025",0.0377358
2015,"Salt Lake County, UT","05000US49035",0.0376975
2014,"Guaynabo Municipio","05000US72061",0.0375551
2014,"Jefferson County","05000US18077",0.0375
2014,"Wilbarger County","05000US48487",0.037464
2014,"Hill County","05000US48217",0.037464
2014,"Wood County, OH","05000US39173",0.0374131
2015,"Clayton County, GA","05000US13063",0.0371179
2014,"Chatham County, GA","05000US13051",0.0370951
2014,"Rockland County, NY","05000US36087",0.0370147
2015,"Missoula County, MT","05000US30063",0.0369818
2015,"Union County","05000US42119",0.0368745
2015,"Giles County","05000US47055",0.0368098
2015,"Mitchell County","05000US20123",0.0367816
2014,"Carolina Municipio, PR","05000US72031",0.0363905
2014,"San Juan Municipio, PR","05000US72127",0.0361528
2015,"Jefferson County","05000US18077",0.0361446
2014,"Moore County","05000US47127",0.0360502
2014,"Putnam County","05000US54079",0.036036
2014,"Staunton city","05000US51790",0.0359897
2015,"Marion County, OR","05000US41047",0.0359773
2015,"Larimer County, CO","05000US08069",0.0359064
2015,"Nez Perce County","05000US16069",0.0358911
2015,"Sangamon County, IL","05000US17167",0.0357488
2015,"New Haven County, CT","05000US09009",0.0357143
2014,"Madison County","05000US28089",0.035461
2015,"Lewis and Clark County","05000US30049",0.0354478
2015,"Strafford County, NH","05000US33017",0.0354437
2015,"Blair County, PA","05000US42013",0.0352526
2015,"Johnson County, KS","05000US20091",0.035219
2015,"Blue Earth County","05000US27013",0.0352133
2015,"Chesterfield County","05000US45025",0.0352113
2014,"Klamath County","05000US41035",0.035124
2014,"Sussex County, NJ","05000US34037",0.0348837
2014,"Jackson County","05000US40065",0.0346821
2014,"Madison County","05000US36053",0.0346651
2015,"Columbia County","05000US36021",0.0345821
2015,"Wyoming County","05000US42131",0.0344828
2015,"Cochise County, AZ","05000US04003",0.0343597
2015,"Monroe County, PA","05000US42089",0.0340909
2015,"Okaloosa County, FL","05000US12091",0.0340592
2014,"Alameda County, CA","05000US06001",0.0339002
2015,"Bryan County","05000US40013",0.0338983
2015,"Cleveland County, OK","05000US40027",0.0338629
2014,"Duplin County","05000US37061",0.0336788
2015,"Cascade County","05000US30013",0.0336788
2014,"Somerset County, NJ","05000US34035",0.033534
2014,"Lewis County","05000US47101",0.0334928
2015,"Tippecanoe County, IN","05000US18157",0.0334824
2014,"Cascade County","05000US30013",0.0334672
2015,"Richland County","05000US38077",0.0334347
2015,"Nicollet County","05000US27103",0.033406
2014,"Henderson County","05000US48213",0.0332851
2015,"Ontario County, NY","05000US36069",0.0330424
2015,"Hatillo Municipio","05000US72065",0.032967
2015,"Essex County","05000US36031",0.0328947
2014,"Onondaga County, NY","05000US36067",0.0328333
2015,"Somerset County","05000US42111",0.0327869
2015,"Hays County, TX","05000US48209",0.0324751
2015,"Bay County, MI","05000US26017",0.0324297
2015,"Tolland County, CT","05000US09013",0.0323749
2015,"Charleston County, SC","05000US45019",0.0323625
2014,"Washington County, TN","05000US47179",0.0323257
2015,"Douglas County","05000US27041",0.0322581
2015,"Lake County, IL","05000US17097",0.0321515
2015,"Cumberland County, NJ","05000US34011",0.0321229
2015,"Ouachita Parish, LA","05000US22073",0.0320897
2015,"Mobile County, AL","05000US01097",0.0320755
2014,"Johnston County, NC","05000US37101",0.0320442
2014,"Gregg County, TX","05000US48183",0.0320073
2014,"Blue Earth County","05000US27013",0.0319055
2014,"Prentiss County","05000US28117",0.0315956
2015,"Hillsborough County, FL","05000US12057",0.0315227
2015,"Cobb County, GA","05000US13067",0.0313508
2015,"Defiance County","05000US39039",0.0311111
2015,"Delaware County, PA","05000US42045",0.03109
2015,"Sumter County, SC","05000US45085",0.0310702
2014,"Fairfield County, CT","05000US09001",0.0310535
2014,"New York County, NY","05000US36061",0.0310463
2014,"Norfolk County, MA","05000US25021",0.0308661
2014,"Washington County, MD","05000US24043",0.0308544
2014,"Fayette County, PA","05000US42051",0.030837
2015,"Ingham County, MI","05000US26065",0.0307152
2014,"Logan County","05000US40083",0.0305882
2015,"Wilson County, TN","05000US47189",0.0305755
2015,"Madison County, TN","05000US47113",0.0305192
2015,"Nassau County, NY","05000US36059",0.0304862
2014,"Greenup County","05000US21089",0.030303
2015,"Baldwin County","05000US13009",0.0301263
2014,"Kiowa County","05000US20097",0.03
2014,"Cuyahoga County, OH","05000US39035",0.0299415
2014,"Tallapoosa County","05000US01123",0.0297398
2014,"Contra Costa County, CA","05000US06013",0.0297042
2015,"Madison County","05000US12079",0.0296736
2014,"Grant County","05000US55043",0.0295781
2014,"Harrison County","05000US48203",0.0295749
2015,"Eau Claire County, WI","05000US55035",0.0294118
2014,"Champaign County, IL","05000US17019",0.0293127
2014,"Washington County","05000US12133",0.0292208
2014,"Webster County","05000US19187",0.0291339
2014,"Taylor County, TX","05000US48441",0.0289626
2015,"Mayes County","05000US40097",0.0287958
2014,"Guayama Municipio","05000US72057",0.0287879
2014,"Custer County","05000US30017",0.028777
2015,"Grant County","05000US55043",0.0283059
2014,"Mercer County, NJ","05000US34021",0.0282735
2014,"Pike County","05000US21195",0.0282686
2014,"Madison County","05000US21151",0.0282471
2014,"Monongalia County, WV","05000US54061",0.0281625
2015,"Thurston County, WA","05000US53067",0.027957
2015,"Montgomery County","05000US51121",0.0278935
2015,"Hill County","05000US30041",0.0278746
2014,"Winona County","05000US27169",0.0278276
2014,"Black Hawk County, IA","05000US19013",0.0275591
2015,"Fayette County","05000US19065",0.0275184
2014,"Lake County, FL","05000US12069",0.0274889
2014,"Multnomah County, OR","05000US41051",0.0273784
2014,"Tippecanoe County, IN","05000US18157",0.0272621
2015,"Pima County, AZ","05000US04019",0.0270197
2015,"Thomas County","05000US20193",0.0267857
2014,"Solano County, CA","05000US06095",0.0267686
2014,"Montgomery County, TN","05000US47125",0.0267361
2014,"Greene County, OH","05000US39057",0.0266691
2015,"Cumberland County, ME","05000US23005",0.026639
2015,"Macoupin County","05000US17117",0.0263158
2014,"Summit County, OH","05000US39153",0.0262483
2015,"Hampton city, VA","05000US51650",0.0261993
2014,"New Castle County, DE","05000US10003",0.0260641
2014,"San Juan County, NM","05000US35045",0.025498
2015,"Charles County, MD","05000US24017",0.025378
2015,"Columbia County","05000US42037",0.0253275
2015,"San Miguel County","05000US35047",0.0253046
2014,"Pinellas County, FL","05000US12103",0.0252687
2014,"Roane County","05000US47145",0.0246914
2014,"Arecibo Municipio","05000US72013",0.0246521
2015,"Yamhill County, OR","05000US41071",0.0245851
2014,"Comanche County, OK","05000US40031",0.0245587
2014,"Calloway County","05000US21035",0.024537
2015,"Vanderburgh County, IN","05000US18163",0.0245315
2014,"Erie County, NY","05000US36029",0.0245159
2014,"Hamblen County","05000US47063",0.0245098
2014,"Fulton County, GA","05000US13121",0.0244747
2015,"Calloway County","05000US21035",0.0244013
2015,"St. Clair County, IL","05000US17163",0.0241977
2015,"Riley County","05000US20161",0.0240925
2015,"Monmouth County, NJ","05000US34025",0.024079
2014,"Walker County","05000US48471",0.0239368
2014,"Vermilion County","05000US17183",0.0239234
2015,"Lake County, FL","05000US12069",0.0238612
2014,"Erath County","05000US48143",0.0238501
2015,"Henderson County","05000US48213",0.0238095
2014,"District of Columbia, DC","05000US11001",0.0237697
2014,"Adams County, PA","05000US42001",0.0236842
2014,"Thurston County, WA","05000US53067",0.0235849
2015,"Anson County","05000US37007",0.0235294
2015,"St. Louis city, MO","05000US29510",0.0233639
2014,"Monroe County, NY","05000US36055",0.0232215
2014,"Denver County, CO","05000US08031",0.0230577
2015,"Brown County, WI","05000US55009",0.0230009
2014,"Haralson County","05000US13143",0.0229885
2014,"Lumpkin County","05000US13187",0.0229202
2015,"Forsyth County, NC","05000US37067",0.0228124
2015,"Rowan County, NC","05000US37159",0.0227273
2014,"Woodbury County, IA","05000US19193",0.0227114
2015,"Butler County, OH","05000US39017",0.0226687
2014,"Huntington County","05000US18069",0.0226537
2015,"Muscogee County, GA","05000US13215",0.02263
2014,"Mobile County, AL","05000US01097",0.0225738
2015,"Lafayette Parish, LA","05000US22055",0.0224668
2015,"Toombs County","05000US13279",0.0223602
2014,"Portage County, OH","05000US39133",0.022316
2014,"Williamsburg city","05000US51830",0.0222621
2015,"Angelina County","05000US48005",0.0221948
2015,"Bronx County, NY","05000US36005",0.0219115
2015,"King County, WA","05000US53033",0.0218886
2014,"Bulloch County","05000US13031",0.0217307
2015,"Grand Traverse County","05000US26055",0.0217129
2015,"Robeson County, NC","05000US37155",0.0216837
2014,"Suffolk County, NY","05000US36103",0.0216679
2015,"Beltrami County","05000US27007",0.0216655
2015,"Dane County, WI","05000US55025",0.021648
2015,"St. Mary's County, MD","05000US24037",0.0216216
2014,"Johnson County","05000US29101",0.0216038
2014,"Middlesex County, CT","05000US09007",0.0215405
2015,"Baltimore County, MD","05000US24005",0.0214326
2015,"Jefferson County","05000US54037",0.0212784
2015,"Douglas County","05000US55031",0.0212766
2014,"LaPorte County, IN","05000US18091",0.020979
2015,"Sonoma County, CA","05000US06097",0.0209199
2015,"Jefferson County, AL","05000US01073",0.0208192
2014,"Greene County","05000US47059",0.0207972
2014,"Webster Parish","05000US22119",0.0206757
2015,"Hennepin County, MN","05000US27053",0.0206601
2014,"Jefferson County","05000US39081",0.020654
2014,"Union County","05000US41061",0.020595
2015,"Citrus County, FL","05000US12017",0.0205761
2014,"Finney County","05000US20055",0.0205479
2014,"Hampshire County, MA","05000US25015",0.0205206
2014,"Escambia County, FL","05000US12033",0.0205128
2014,"St. Johns County, FL","05000US12109",0.0203908
2014,"Franklin County, OH","05000US39049",0.0202804
2015,"Travis County, TX","05000US48453",0.0202139
2015,"Lycoming County, PA","05000US42081",0.0202128
2015,"Labette County","05000US20099",0.020202
2015,"Gwinnett County, GA","05000US13135",0.020196
2014,"Hays County, TX","05000US48209",0.0201954
2015,"Boone County, MO","05000US29019",0.0201447
2015,"Washburn County","05000US55129",0.0200803
2015,"Kane County, IL","05000US17089",0.0200629
2015,"Radford city","05000US51750",0.0200426
2015,"Lake County","05000US46079",0.0199501
2014,"Winnebago County, WI","05000US55139",0.019943
2015,"Humboldt County, CA","05000US06023",0.0198334
2014,"Sussex County, DE","05000US10005",0.0196802
2015,"Winneshiek County","05000US19191",0.0195695
2015,"Harrisonburg city","05000US51660",0.0195446
2015,"Franklin County","05000US53021",0.0194665
2014,"Baltimore city, MD","05000US24510",0.0194233
2015,"Franklin County, OH","05000US39049",0.0191399
2015,"Pratt County","05000US20151",0.0189873
2015,"Clay County","05000US27027",0.0189177
2014,"Allegheny County, PA","05000US42003",0.0188933
2015,"Clinton County","05000US36019",0.0187044
2014,"Sioux County","05000US19167",0.0185014
2015,"Butler County, PA","05000US42019",0.01812
2014,"Isabella County","05000US26073",0.0181159
2015,"Payne County","05000US40119",0.0180583
2014,"Rowan County","05000US21205",0.0179272
2015,"Philadelphia County, PA","05000US42101",0.0177042
2015,"Mecosta County","05000US26107",0.0175953
2014,"Richland County, SC","05000US45079",0.0175761
2014,"Delta County","05000US26041",0.0175439
2014,"Coahoma County","05000US28027",0.0173913
2015,"Walworth County, WI","05000US55127",0.0173536
2015,"Cambria County, PA","05000US42021",0.0173144
2015,"Athens County","05000US39009",0.0172518
2014,"Flathead County","05000US30029",0.0171674
2014,"Deschutes County, OR","05000US41017",0.0171184
2014,"Clark County","05000US05019",0.017071
2015,"Putnam County","05000US47141",0.0170213
2014,"Dallas County, TX","05000US48113",0.0169465
2014,"Athens County","05000US39009",0.0169283
2015,"Mendocino County","05000US06045",0.0169082
2014,"Merrimack County, NH","05000US33013",0.0169027
2015,"Prentiss County","05000US28117",0.0168453
2015,"Benton County","05000US41003",0.0167659
2014,"Dauphin County, PA","05000US42043",0.0167048
2015,"Adams County","05000US31001",0.0166113
2014,"Westchester County, NY","05000US36119",0.0164429
2015,"Taney County","05000US29213",0.0164384
2014,"Lafourche Parish","05000US22057",0.0163934
2015,"Lee County, AL","05000US01081",0.0163078
2014,"Sullivan County, TN","05000US47163",0.0162083
2015,"Pottawatomie County","05000US40125",0.0162016
2015,"Lehigh County, PA","05000US42077",0.0161542
2015,"Portage County, OH","05000US39133",0.0161054
2014,"Kenosha County, WI","05000US55059",0.016078
2015,"Jasper County","05000US18073",0.016
2014,"Butler County","05000US20015",0.0159872
2014,"Harrisonburg city","05000US51660",0.015662
2015,"Norfolk city, VA","05000US51710",0.015603
2015,"Santa Barbara County, CA","05000US06083",0.0153977
2014,"Winnebago County, IL","05000US17201",0.0150816
2014,"Hudson County, NJ","05000US34017",0.0149696
2015,"Leon County, FL","05000US12073",0.0149033
2014,"Lancaster County, NE","05000US31109",0.0147237
2014,"Washington County, MN","05000US27163",0.0147117
2015,"Chesterfield County, VA","05000US51041",0.0145808
2014,"Harvey County","05000US20079",0.0145455
2015,"Marshall County","05000US18099",0.0144928
2015,"Jefferson County, NY","05000US36045",0.0144168
2014,"Worcester County, MA","05000US25027",0.014393
2015,"Suffolk County, MA","05000US25025",0.0143695
2015,"Winnebago County, WI","05000US55139",0.0143655
2014,"Mecosta County","05000US26107",0.0143321
2015,"Howard County, MD","05000US24027",0.0143149
2015,"Skagit County, WA","05000US53057",0.0142857
2015,"Newport News city, VA","05000US51700",0.0141563
2015,"Hall County","05000US31079",0.0140905
2014,"Richland County","05000US38077",0.0138675
2014,"Queens County, NY","05000US36081",0.0137111
2014,"Yamhill County, OR","05000US41071",0.0137072
2014,"Pickens County, SC","05000US45077",0.0135393
2015,"Richland County, OH","05000US39139",0.0134576
2014,"Oktibbeha County","05000US28105",0.0133866
2015,"York County, SC","05000US45091",0.0132845
2015,"Brookings County","05000US46011",0.0132286
2015,"Pitt County, NC","05000US37147",0.0131818
2015,"Knox County, TN","05000US47093",0.0131257
2014,"Gloucester County, NJ","05000US34015",0.0130685
2015,"Champaign County, IL","05000US17019",0.0130205
2015,"Franklin County, MO","05000US29071",0.0127971
2014,"Cloud County","05000US20029",0.0127796
2014,"Leon County, FL","05000US12073",0.012684
2015,"Newton County","05000US29145",0.0125714
2015,"Northampton County, PA","05000US42095",0.012554
2014,"Rankin County, MS","05000US28121",0.0125523
2014,"Bolivar County","05000US28011",0.0125313
2015,"Brewster County","05000US48043",0.0125224
2015,"Logan County","05000US17107",0.0124777
2014,"Cass County, ND","05000US38017",0.0121985
2015,"Gloucester County","05000US51073",0.0120301
2014,"Rutland County","05000US50021",0.011984
2014,"Ashland County","05000US39005",0.0119522
2014,"Burke County","05000US37023",0.0117647
2014,"Tolland County, CT","05000US09013",0.0117063
2015,"Worcester County, MA","05000US25027",0.011633
2014,"Bergen County, NJ","05000US34003",0.0115847
2014,"Cache County, UT","05000US49005",0.0115652
2015,"Marion County, IN","05000US18097",0.0115569
2015,"Madison County, IN","05000US18095",0.0115274
2014,"Broward County, FL","05000US12011",0.0115062
2014,"Schuylkill County, PA","05000US42107",0.0114943
2015,"Jackson County, OR","05000US41029",0.0114531
2015,"Virginia Beach city, VA","05000US51810",0.0113685
2014,"Tom Green County, TX","05000US48451",0.0112957
2015,"Hampshire County, MA","05000US25015",0.0112642
2014,"Jefferson County","05000US55055",0.011236
2014,"Harris County, TX","05000US48201",0.0112231
2014,"Winneshiek County","05000US19191",0.0112137
2015,"Clinton County","05000US42035",0.0109983
2014,"Pike County","05000US28113",0.0109409
2014,"Penobscot County, ME","05000US23019",0.0108999
2014,"Cherokee County","05000US40021",0.0108857
2015,"Ramsey County, MN","05000US27123",0.0108589
2014,"Weld County, CO","05000US08123",0.0108303
2014,"Washington County, PA","05000US42125",0.0107459
2015,"Ellis County, TX","05000US48139",0.0106007
2014,"Johnson County, IA","05000US19103",0.0104725
2014,"Mecklenburg County, NC","05000US37119",0.0104603
2014,"San Joaquin County, CA","05000US06077",0.0104249
2014,"Pitt County, NC","05000US37147",0.0103861
2015,"Las Animas County","05000US08071",0.010296
2015,"Columbia County","05000US12023",0.0102302
2015,"Laramie County","05000US56021",0.010181
2014,"Glynn County","05000US13127",0.0101266
2014,"Ocean County, NJ","05000US34029",0.00998573
2015,"Santa Cruz County, CA","05000US06087",0.0099728
2014,"Orleans Parish, LA","05000US22071",0.00994563
2014,"Richmond city, VA","05000US51760",0.00992556
2015,"Lamoille County","05000US50015",0.00992556
2015,"Orange County, NC","05000US37135",0.00982615
2015,"Spokane County, WA","05000US53063",0.00980292
2014,"Frederick County, MD","05000US24021",0.00970874
2015,"Walker County","05000US48471",0.00953246
2015,"Lewis County","05000US53041",0.0095037
2015,"Franklin County","05000US47051",0.00941176
2015,"Dunn County","05000US55033",0.00931677
2015,"Wilson County","05000US37195",0.00930233
2015,"Santa Clara County, CA","05000US06085",0.00901339
2015,"Duval County, FL","05000US12031",0.00896027
2015,"Collier County, FL","05000US12021",0.00889193
2015,"San Diego County, CA","05000US06073",0.00882199
2015,"Stevens County","05000US27149",0.00863931
2014,"Roanoke city, VA","05000US51770",0.00863132
2014,"Newport News city, VA","05000US51700",0.00856653
2014,"Cortland County","05000US36023",0.00847458
2014,"Conway County","05000US05029",0.00834492
2014,"Davidson County, TN","05000US47037",0.0083089
2014,"Waller County","05000US48473",0.00827586
2014,"Muskogee County","05000US40101",0.00825593
2015,"Henry County","05000US51089",0.00807537
2015,"Lafourche Parish","05000US22057",0.00806452
2015,"Walla Walla County","05000US53071",0.00793377
2015,"Utah County, UT","05000US49049",0.00792432
2015,"Marion County","05000US39101",0.00792393
2015,"Fairfax County, VA","05000US51059",0.00771534
2014,"Skagit County, WA","05000US53057",0.00762066
2015,"Hancock County","05000US39063",0.00756303
2014,"Ramsey County, MN","05000US27123",0.00755276
2014,"Silver Bow County","05000US30093",0.00735294
2014,"Bottineau County","05000US38009",0.00735294
2015,"Buffalo County","05000US31019",0.00720981
2014,"Lincoln Parish","05000US22061",0.00720412
2014,"Mayagüez Municipio","05000US72097",0.00713481
2014,"Grant County","05000US35017",0.0071048
2014,"Hampton city, VA","05000US51650",0.00706057
2015,"Lumpkin County","05000US13187",0.00705394
2014,"Campbell County","05000US47013",0.00704225
2015,"Wood County, OH","05000US39173",0.00704104
2015,"Bell County, TX","05000US48027",0.00679062
2014,"Providence County, RI","05000US44007",0.00672848
2014,"Chautauqua County, NY","05000US36013",0.00629987
2015,"Shelby County, TN","05000US47157",0.00602944
2015,"San Juan Municipio, PR","05000US72127",0.00589159
2015,"Davidson County, TN","05000US47037",0.00587736
2015,"Washington County","05000US39167",0.00585938
2015,"Washington County","05000US50023",0.00584795
2014,"Orangeburg County","05000US45075",0.00574346
2015,"Stearns County, MN","05000US27145",0.00557244
2014,"Vigo County, IN","05000US18167",0.00555919
2015,"Barranquitas Municipio","05000US72019",0.0055517
2015,"Butler County","05000US20015",0.00550747
2014,"Nassau County, NY","05000US36059",0.00529128
2015,"Hamilton County, OH","05000US39061",0.00528319
2014,"Spartanburg County, SC","05000US45083",0.00508221
2014,"Dougherty County","05000US13095",0.00495179
2015,"Richmond city, VA","05000US51760",0.004914
2015,"Suffolk County, NY","05000US36103",0.00490934
2014,"Dutchess County, NY","05000US36027",0.0046941
2014,"Los Angeles County, CA","05000US06037",0.00468658
2014,"Muskingum County","05000US39119",0.00459318
2014,"Etowah County, AL","05000US01055",0.00458716
2014,"San Bernardino County, CA","05000US06071",0.00429091
2014,"Yakima County, WA","05000US53077",0.0040201
2015,"Tom Green County, TX","05000US48451",0.00394218
2015,"Dade County","05000US13083",0.00369004
2015,"Oklahoma County, OK","05000US40109",0.00344753
2015,"Peoria County, IL","05000US17143",0.00333969
2014,"Itawamba County","05000US28057",0.00314713
2014,"Will County, IL","05000US17197",0.00308597
2014,"Rogers County","05000US40131",0.00295421
2014,"Cumberland County, ME","05000US23005",0.00284199
2015,"Pasco County, FL","05000US12101",0.00278552
2014,"Alachua County, FL","05000US12001",0.00278186
2015,"Lyon County","05000US20111",0.00266809
2014,"Kandiyohi County","05000US27067",0.00252738
2014,"Weber County, UT","05000US49057",0.00249667
2014,"Hartford County, CT","05000US09003",0.00228023
2014,"Leflore County","05000US28083",0.0021978
2014,"Fredericksburg city","05000US51630",0.00215827
2014,"Bannock County","05000US16005",0.00206782
2015,"Pontotoc County","05000US40123",0.0018797
2014,"Butte County, CA","05000US06007",0.00181159
2014,"Logan County","05000US17107",0.00178571
2014,"Dane County, WI","05000US55025",0.00159872
2014,"Hamilton County, OH","05000US39061",0.00159317
2014,"Cambria County, PA","05000US42021",0.00154143
2014,"Fayette County","05000US19065",0.00147638
2014,"St. Lawrence County, NY","05000US36089",0.00139198
2014,"Oswego County, NY","05000US36075",0.00130492
2015,"Middlesex County, MA","05000US25017",0.00118496
2015,"Anchorage Municipality, AK","05000US02020",0.00105753
2014,"Reno County","05000US20155",0.00101626
2014,"Jefferson County, KY","05000US21111",0.00097229
2014,"Sedgwick County, KS","05000US20173",0.000962596
2015,"Rock County, WI","05000US55105",0.000884173
2014,"Hopkins County","05000US21107",0.000823045
2014,"Washtenaw County, MI","05000US26161",0.000666075
2014,"Riverside County, CA","05000US06065",0.000615985
2014,"Hunt County","05000US48231",0.00060241
2014,"Pierce County, WA","05000US53053",0.000566198
2014,"Hall County, GA","05000US13139",0.000439754
2015,"Rutherford County, TN","05000US47149",0.000369822
2014,"Tulsa County, OK","05000US40143",0.00030722
2014,"Tompkins County, NY","05000US36109",0.000306686
2015,"Alachua County, FL","05000US12001",0.000261712
2015,"Pulaski County, AR","05000US05119",0.000242219
2015,"Lancaster County","05000US45057",0.0
2015,"Grant County","05000US54023",0.0
2014,"Franklin County","05000US47051",0.0
2015,"Washington County, MD","05000US24043",0.0
2015,"Rio Arriba County","05000US35039",0.0
2014,"Newberry County","05000US45071",0.0
2014,"Sioux County","05000US38085",0.0
2015,"Campbell County","05000US47013",0.0
2014,"Jackson County","05000US54035",0.0
2015,"Ashley County","05000US05003",0.0
2014,"Jasper County","05000US48241",0.0
2015,"Montgomery County","05000US17135",0.0
2014,"Montgomery County","05000US17135",0.0
2014,"Marion County","05000US29127",0.0
2015,"Breathitt County","05000US21025",0.0
2015,"Matanuska-Susitna Borough","05000US02170",0.0
2014,"Hillsdale County","05000US26059",0.0
2014,"Hertford County","05000US37091",0.0
2014,"Aroostook County","05000US23003",0.0
2015,"Columbia County","05000US05027",0.0
2015,"Racine County, WI","05000US55101",0.0
2014,"Clinton County","05000US26037",0.0
2015,"Washington County","05000US19183",0.0
2014,"Baldwin County, AL","05000US01003",-0.000129887
2014,"Adair County","05000US29001",-0.000386847
2014,"Cobb County, GA","05000US13067",-0.000403063
2014,"Orange County, NC","05000US37135",-0.000431732
2015,"Lucas County, OH","05000US39095",-0.000572984
2015,"Fulton County, GA","05000US13121",-0.000614817
2015,"Kent County, RI","05000US44003",-0.000625782
2014,"Jackson County, OR","05000US41029",-0.000715308
2014,"El Paso County, TX","05000US48141",-0.00101442
2014,"Marquette County","05000US26103",-0.00107296
2015,"Mower County","05000US27099",-0.00126743
2015,"Carroll County","05000US47017",-0.00127389
2014,"Nicollet County","05000US27103",-0.00145033
2015,"York County, PA","05000US42133",-0.00145507
2014,"Missoula County, MT","05000US30063",-0.00148898
2015,"Randall County, TX","05000US48381",-0.00155844
2015,"Craighead County, AR","05000US05031",-0.00157068
2014,"Codington County","05000US46029",-0.00158479
2015,"Johnson County, IA","05000US19103",-0.0016488
2014,"Wayne County, NC","05000US37191",-0.00167691
2014,"Shelby County, AL","05000US01117",-0.00169779
2015,"Los Angeles County, CA","05000US06037",-0.0018061
2015,"Hawaii County, HI","05000US15001",-0.00201748
2014,"Knox County, TN","05000US47093",-0.00218283
2015,"Madison County","05000US36053",-0.00227144
2015,"Williamsburg city","05000US51830",-0.00245873
2014,"Robeson County, NC","05000US37155",-0.00254453
2014,"Rhea County","05000US47143",-0.00265252
2014,"Madison County, IL","05000US17119",-0.00266721
2015,"Davis County, UT","05000US49011",-0.00267666
2014,"Montgomery County, OH","05000US39113",-0.00268123
2015,"Franklin County, PA","05000US42055",-0.00275482
2014,"Montgomery County, PA","05000US42091",-0.00287853
2015,"Winnebago County, IL","05000US17201",-0.00303214
2014,"Clay County","05000US46027",-0.00321248
2015,"Wise County","05000US51195",-0.00321543
2015,"Franklin County","05000US20059",-0.00334448
2014,"Larimer County, CO","05000US08069",-0.00335076
2015,"Christian County","05000US21047",-0.003367
2015,"New Castle County, DE","05000US10003",-0.00350667
2015,"Cuyahoga County, OH","05000US39035",-0.00352033
2015,"Montgomery County, AL","05000US01101",-0.00361477
2015,"Westchester County, NY","05000US36119",-0.00373313
2015,"Isabella County","05000US26073",-0.00415184
2015,"Washington County","05000US51191",-0.00423729
2014,"Adams County, CO","05000US08001",-0.00426191
2015,"Kent County, MI","05000US26081",-0.00432024
2014,"Yellow Medicine County","05000US27173",-0.00440141
2015,"Greene County, OH","05000US39057",-0.00447868
2015,"Polk County, IA","05000US19153",-0.00456145
2015,"Prowers County","05000US08099",-0.00460829
2015,"Douglas County, NE","05000US31055",-0.00464675
2015,"Taylor County","05000US21217",-0.00470219
2015,"Marquette County","05000US26103",-0.00483351
2015,"El Paso County, TX","05000US48141",-0.00500471
2014,"Hinds County, MS","05000US28049",-0.00512892
2015,"Fairfield County, CT","05000US09001",-0.00524209
2014,"Middlesex County, MA","05000US25017",-0.00553335
2014,"Linn County, OR","05000US41043",-0.00567644
2015,"Washtenaw County, MI","05000US26161",-0.00568005
2015,"Schenectady County, NY","05000US36093",-0.00572519
2015,"Erie County, PA","05000US42049",-0.0058033
2014,"McMinn County","05000US47107",-0.00581395
2015,"Middlesex County, NJ","05000US34023",-0.00612103
2015,"Albany County, NY","05000US36001",-0.00615704
2015,"Conecuh County","05000US01035",-0.00621118
2014,"Wayne County, MI","05000US26163",-0.00630744
2014,"Sarasota County, FL","05000US12115",-0.00651702
2014,"Milwaukee County, WI","05000US55079",-0.00661985
2014,"Travis County, TX","05000US48453",-0.0068508
2015,"Denton County, TX","05000US48121",-0.00692804
2014,"Forsyth County, NC","05000US37067",-0.00695793
2014,"Hennepin County, MN","05000US27053",-0.00708739
2014,"St. Francois County","05000US29187",-0.0070922
2015,"Orange County, FL","05000US12095",-0.00710666
2015,"Clackamas County, OR","05000US41005",-0.00718563
2014,"Santa Barbara County, CA","05000US06083",-0.00722077
2015,"Durham County, NC","05000US37063",-0.00725285
2014,"Westmoreland County, PA","05000US42129",-0.0073187
2014,"Lamoille County","05000US50015",-0.00738916
2015,"Warren County","05000US47177",-0.00740741
2015,"Tulare County, CA","05000US06107",-0.00744171
2014,"Darlington County","05000US45031",-0.00746269
